SUBD_DESC,median_price,n_parcels,median_size,median_dur_owned
NORTHEAST HLS SEC 2,55000,40,0.468,23.4027397260274
NORTHEAST HLS SEC 3,96000,25,0.69,23.4027397260274
NORTHERN HEIGHTS,150250,30,0.17,8.95616438356164
NORTHERN HGHTS,0,79,0.459,16.0972602739726
NORTHERN HGHTS BOOTHS PRP,95000,33,0.54,17.3835616438356
NORTHERN HGHTS SEC 2,0,33,0.471,17.4
NORTHERN WAY,291750,14,0.6915,8.71917808219178
NORTHGATE,98500,52,0.2205,21.6383561643836
NORTHGATE RESUB BLK B,84500,7,0.176,6.21095890410959
NORTHGATE RESUB BLK I,127000,10,0.14,23.4027397260274
NORTHGATE SEC 2,88750,34,0.246,12.8876712328767
NORTHGATE SEC 3,88000,27,0.23,5.39178082191781
NORTHWOOD FRST SEC 1,0,97,0.578,23.4027397260274
NORTHWOOD FRST SEC 2,0,31,0.852,15.6397260273973
NORTHWOOD FRST SEC 3,0,94,0.5915,23.4027397260274
NORTHWOOD FRST SEC 4,0,86,0.579,23.4027397260274
NORTHWOOD FRST SEC 5,0,53,0.574,22.4027397260274
NORTHWOOD FRST SEC 6,0,60,0.6,23.4027397260274
NORTHWOOD VLG,155000,17,0.134,3.45753424657534
NOTTINGHAM FRST,140000,41,0.394,21.7917808219178
OAK DAILE,0,11,0.831,23.4027397260274
OAK FRST,127000,39,0.698,19.5479452054795
OAK GROVE ACRES,0,32,0.4585,10.1315068493151
OAK GROVE HEIGHTS,0,40,0.3485,15.8945205479452
OAK RDG SEC 1,145000,17,0.923,21.5397260273973
OAK RDG SEC 2,132000,16,0.937,8.0013698630137
OAK RIDGE,0,27,0.604,23.4027397260274
OAKDALE,0,2,0.284,14.5109589041096
OAKDALE SEC 1,164500,3,2.459,12.0219178082192
OAKDALE SEC 3,197500,6,2.098,13.1301369863014
OAKHAVEN,309500,48,0.269,14.5452054794521
OAKHURST,287000,51,0.267,13.3369863013699
OAKLAND HEIGHTS,0,127,0.171,17.6506849315069
OAKMONT CIRCLE SEC2,0,44,0.468,23.4027397260274
OAKS AT LYON'S FARM,416000,17,0.145,3.62739726027397
OAKWOOD PRK,0,74,0.1715,20.1287671232877
OBRIANT PLACE/COLE E S,11100,32,0.142,17.054794520548
OLD FRM #01 SEC A,0,51,0.342,23.4027397260274
OLD FRM #02,0,49,0.354,23.4027397260274
OLD FRM #03,0,48,0.361,23.4027397260274
OLD FRM #04,70500,7,0.381,23.4027397260274
OLD FRM #05,0,42,0.3875,23.4027397260274
OLD FRM #06,0,43,0.356,23.4027397260274
OLD FRM #07,0,26,0.351,23.4027397260274
OLD FRM #08,0,17,0.439,18.4
OLD FRM #09,0,52,0.337,23.4027397260274
OLD FRM #10,0,47,0.376,23.4027397260274
OLD FRM #11,0,53,0.366,23.4027397260274
OLD HOPE CRK,255000,5,0.491,
OLD NORTH DURHAM TWNHMS,0,4,0.1785,
OLD SUGAR ROAD,220000,21,0.536,19.8931506849315
ON THE FAIRWAY CONDO-001A,0,1,0.997,
ON THE FAIRWAY CONDO-024,0,1,1.566,
ONE CITY CENTER,0,1,0.838,0.802739726027397
OPERATIONS DRV OFC CMPLX,0,7,0.65,3.95890410958904
ORCHARD LAKE PH 01,173500,70,0.1035,4.96027397260274
ORCHARD LAKE PH 02,172000,33,0.094,6.27671232876712
ORCHARD RIDGE -------- SF,225000,59,0.121,6.0986301369863
ORCHARD RIDGE -------- TW,196500,52,0.0465,4.13698630136986
ORINDO HGHTS,0,13,0.481,23.4027397260274
OXFORD WEST,187500,22,0.274,4.87260273972603
PAGE PARK TWNHMS,237000,117,0.063,3.79178082191781
PAGEHURST PH 01,151000,37,0.2,15.5986301369863
PAGEHURST PH 02,155000,26,0.2015,14.8849315068493
PAGEHURST PH 03-A,149000,72,0.134,7.21369863013699
PAGEHURST PH 03-B1,165000,60,0.102,13.3041095890411
PAGEHURST PH 03-B2,165750,20,0.089,7.83835616438356
PAGEHURST TWHMS PH 04-A,135750,22,0.0795,7.03424657534247
PAGEHURST TWHMS PH 04-B,144000,73,0.077,2.86301369863014
PAGEMORE SEC 01,195000,15,0.189,15.4753424657534
PAGEMORE SEC 02,220750,10,0.194,2.37808219178082
PALADIN COURT,258500,10,0.2365,13.8027397260274
PALMER ST CONDOS,32500,5,0,15.841095890411
PALO ALTO,0,77,0.343,15.2643835616438
PARK,210000,26,0.1725,4.29315068493151
PARK PLACE,29737.5,58,0.1805,17.4
PARK PLACE CONDOS,0,43,0,23.4027397260274
PARK PLACE VLG,95000,23,0.096,8.91643835616438
PARK PLACE VLG PH 1 & 1A,39000,18,0.109,16.2986301369863
PARK PLACE VLG PH 2,87500,21,0.102,23.4027397260274
PARK PLACE WEST,835000,4,1.487,13.3397260273973
PARK SPPRT CTR CD UT49-58,1250000,17,0,5.22465753424658
PARK TOWNES/ISHA HMS,180000,7,0.13,0.619178082191781
PARK WEST 54 CONDOS,0,2,0.343,12.8438356164384
PARK WEST XING,175000,4,0.794,17.2164383561644
PARKSIDE PH 1-A,151000,26,0.2595,5.62876712328767
PARKSIDE PH 1-B,206500,10,0.237,9.64109589041096
PATRIOT PARK/PH:01,0,1,4.165,1.14246575342466
PATTERSON GLEN PH 01 TWN,282500,13,0.097,2.79452054794521
PATTERSON GLEN PH 02 TWN,275000,17,0.101,5.7958904109589
PATTERSON PLC P-1,20125000,4,9.796,16.586301369863
PEARSON PRK,0,115,0.459,17.8849315068493
PEBBLE CREEK CONDOS,155000,26,0,11.5027397260274
PEDEN STEEL CONDOMINIUM,0,7,0,
PENRITH APTS----------/AP,0,4,10.0495,19.372602739726
PENRITH SEC 1,0,18,0.3195,23.4027397260274
PENRITH SEC 1 LT 22-25,59500,4,0.283,13.3780821917808
PENRITH SEC 1 PH 2,129750,26,0.3245,20.0986301369863
PENRITH SEC 1 PH 3,144000,33,0.332,6.46027397260274
PENRITH VLG PH 1,99000,5,0.247,11.3643835616438
PENRITH VLG PH 2,146000,7,0.236,6.13150684931507
PENRITH VLG PH 3,126000,30,0.279,4.03013698630137
PENRITH WEST SEC 1,153000,19,0.526,23.4027397260274
PENRITH WEST SEC 2,148000,17,0.492,18.0150684931507
PENRITH WEST SEC 3,182500,6,0.515,9.66849315068493
PENRITH WEST SEC 4,0,5,0.575,15.5616438356164
PENRITH WEST SEC 5,125500,11,0.395,23.3041095890411
PENRITH WEST SEC 6,0,13,0.459,11.9602739726027
PENRITH WEST SEC 7,78750,14,0.4125,23.4027397260274
PENRITH WEST SEC 8,170000,15,0.428,12.8027397260274
PENRITH WEST SEC 9 & 10,164750,40,0.2625,17.8753424657534
PEPPERTREE TW SEC 1,56000,47,0.037,14.6739726027397
PEPPERTREE TW SEC 2 BLK A,74250,6,0.0415,12.6328767123288
PEPPERTREE TW SEC 2 BLK B,63000,6,0.038,1.84109589041096
PEPPERTREE TW SEC 2 BLK C,76000,6,0.038,
PHA SITE NC-13-18,0,202,0.2035,16.5534246575342
PICKETT PRK TW BLD 01,190000,7,0.05,14.1506849315069
PICKETT PRK TW BLD 02/08,195500,11,0.046,9.21232876712329
PICKETT PRK TW BLD 03/04,205000,11,0.06,1.45753424657534
PICKETT PRK TW BLD 05,216500,6,0.063,2.7972602739726
PICKETT PRK TW BLD 06,217500,6,0.052,5.74657534246575
PICKETT PRK TW BLD 07,202750,6,0.047,1.86301369863014
PICKETT PRK TW BLD 09,165500,5,0.036,
PICKETTS CROSSING PH 1,203000,41,0.38,7.97534246575343
PICKRAN ESTATES SEC 01,0,8,0.778,23.4027397260274
PICKRAN ESTATES SEC 02,0,19,0.499,4.38356164383562
PINE ACRES,0,20,0.2345,16.5534246575342
PINE ACRES/REV,0,27,0.164,23.4027397260274
PINE GROVE PRK DEV,16250,26,0.1735,13.1876712328767
PINE VIEW,2500,70,0.1845,18.4575342465753
PINE VLY,115000,64,0.4965,21.4794520547945
PINECREST,69000,59,0.239,18.3972602739726
PINEHAVEN,0,24,0.518,19.227397260274
PINEHAVEN SEC 2,279000,6,0.5065,4.46575342465753
PINERY,0,85,0.459,13.7260273972603
PINEWD SEC 1,36500,9,0.248,23.4027397260274
PINEWD SEC 1-B,75000,9,0.237,17.4
PINEWD SEC 1-C,32500,6,0.222,23.4027397260274
PINEWD SEC 1-D,0,9,0.23,22.6397260273973
PINEWD SEC 2-A,106000,9,0.249,23.4027397260274
PINEWD SEC 2-B,80000,9,0.246,23.4027397260274
PINEWD SEC 2-C,107500,9,0.212,8.58767123287671
PINEWD SEC 3-A,90750,16,0.2005,23.4027397260274
PINEWD SEC 3-B,115000,10,0.6305,3.91506849315069
PINNACLE ONE,5827500,4,7.2685,8.87671232876712
PLACID VLY SEC 1,157500,28,0.626,23.4027397260274
PLACID VLY SEC 2,182250,40,0.647,23.4027397260274
PLACID VLY SEC 3,92500,25,0.97,17.2164383561644
PLAZA ASSOCIATES,0,5,0.266,20.7150684931507
PLAZA CENTER CONDOS THE,1050000,13,0,34.8054794520548
POPE CROSSING PH 1/2A/3A,0,27,0.198,23.4027397260274
POPE CROSSING PH 2,189000,11,0.205,23.4027397260274
POPE CROSSING PH 3,153750,10,0.207,7.45205479452055
POPE CROSSING PH 4,158000,29,0.196,18.6301369863014
PRESCOTT PLACE PH 01,3e+05,91,0.221,6.79452054794521
PRESCOTT PLACE PH 02,265000,17,0.186,16.5616438356164
PRESTON DEV SEC 1,0,4,3.4925,16.3150684931507
PRESTON DEV SEC 2,195000,5,2.541,1.84383561643836
PRESTON WDS SEC 1,86250,14,0.4575,15.8082191780822
PRESTON WDS SEC 2,160000,37,0.363,23.4027397260274
PRESTON WDS SEC 4 PH 1,180000,12,0.281,16.0630136986301
PRESTON WDS SEC 4 PH 2,175000,32,0.3345,16.2630136986301
PRK AVE LOTS,40000,47,0.171,12.1342465753425
PRKSIDE 70,1765000,2,6.699,14.1767123287671
PRKWD VLG TW S-1A,86000,33,0.03,13.3041095890411
PRKWD VLG TW S-2A P-2/3/4,99000,25,0.029,8.20684931506849
PRKWD VLG TW S-2A P-5,0,11,0.029,23.4027397260274
PRKWD/RDGS TWN S1 P1,94000,9,0.037,7.66438356164384
PRKWD/RDGS TWN S1 P1 MP2,97000,13,0.043,12.0164383561644
PRKWD/RDGS TWN S2 MP1,95500,18,0.037,23.4027397260274
PRKWD/RDGS TWN S2 MP2,0,5,0.042,23.4027397260274
PRKWD/RDGS TWN S3 MP1,80000,9,0.043,17.0575342465753
PRKWD/RDGS TWN S3 MP2,0,9,0.037,23.4027397260274
PRKWD/RDGS TWN S3 MP3,85000,5,0.037,17.7753424657534
PRKWD/RDGS TWN S3 MP4,0,6,0.037,14.1849315068493
PRKWD/RDGS TWN S3 MP5,83000,11,0.043,16.0452054794521
PRKWD/RDGS TWN S4 MP1,112000,8,0.04,12.6328767123288
PRKWD/RDGS TWN S4 MP2,1e+05,9,0.037,16.5657534246575
PRKWD/RDGS TWN S4 MP3,85500,23,0.037,18.8452054794521
PRKWD/RDGS TWN S5 MP1,37500,28,0.043,23.4027397260274
PRKWOOD CONDOS,0,47,0,13.9835616438356
PRKWOOD SEC 01,105000,87,0.338,17.3369863013699
PRKWOOD SEC 02-A,99500,43,0.325,23.4027397260274
PRKWOOD SEC 02-B,101000,98,0.3385,23.4027397260274
PRKWOOD SEC 03,120000,81,0.296,17.2205479452055
PRKWOOD SEC 04,93500,94,0.294,23.4027397260274
PRKWOOD SEC 05,0,25,0.364,10.972602739726
PRKWOOD SEC 06,145000,36,0.3545,19.5150684931507
PRKWOOD SEC 09,122500,41,0.325,16.4150684931507
PRKWOOD SEC 10,0,12,0.3665,23.4027397260274
PRKWOOD SEC 11,131000,55,0.343,23.4027397260274
PRKWOOD SEC 12,130000,22,0.31,23.4027397260274
PRKWOOD SEC 13,0,46,0.347,23.4027397260274
PRKWOOD SEC 14,0,32,0.3475,17.5095890410959
PRKWOOD SEC 15,0,20,0.2885,23.4027397260274
PRKWOOD SEC 16,0,23,0.379,23.4027397260274
PRKWOOD SEC 17,130000,34,0.36,19.7712328767123
PRKWOOD SEC 18,102500,31,0.327,23.4027397260274
PRKWOOD SEC 19,96750,36,0.324,20.7698630136986
PRKWOOD SEC 20-A,105000,14,0.351,15.1479452054795
PRKWOOD SEC 20-B,101000,33,0.307,23.4027397260274
PRKWOOD SEC 21,120000,31,0.289,15.9383561643836
PRKWOOD SEC 22,116000,42,0.295,21.8931506849315
PROCTOR PLC,60000,81,0.176,15.3972602739726
PROP-ADAMS JOHN Q,120000,15,0.45,14.2931506849315
PROP-ADCOCK W F,99000,5,0.189,4.91780821917808
PROP-AIKENS J T & E L,88000,7,0.249,18.5369863013699
PROP-ALBRIDGE,148500,9,0.517,17.9
PROP-ALEXANDER ANNA,110000,8,0.1945,6.88219178082192
PROP-ALLEN EVA G MRS,0,15,0.18,23.4027397260274
PROP-ALLEN L E/PB22-59,0,1,26.062,13.3972602739726
PROP-ALLENTON CO RESUB,144750,30,0.171,18.2301369863014
PROP-ANDERSON LAURA EST,0,1,4.549,
PROP-ANDERSON WRIGHT,535000,7,2.974,1.26027397260274
PROP-ANDREWS J B,233000,5,0.217,
PROP-ANDREWS J B EST RESB,0,5,0.11,13.1328767123288
PROP-ANDREWS JB/TILLEY EL,252500,8,0.16,15.786301369863
PROP-APPEL J J ET UX,0,26,0.553,18.5082191780822
PROP-ARNOLD E J/PB31-80,44000,2,0.4355,15.3972602739726
PROP-ARNOLD RALPH A,151250,12,0.2735,20.8164383561644
PROP-ATKINS JOSIAH,249000,2,1.1415,18.1027397260274
PROP-BAILEY D T,0,22,0.4575,15.9835616438356
PROP-BAILEY JH/CARROLL JT,0,12,0.572,23.4027397260274
PROP-BAILEY THOMAS A,0,35,0.26,17.1342465753425
PROP-BAKER ALVIN E,114250,6,0.537,10.5561643835616
PROP-BALDWIN R/GARRARD V,54000,6,0.144,13.5397260273973
PROP-BALLOU W W,94250,14,0.193,9.98082191780822
PROP-BANK OF CHAPEL HILL,102500,27,0.469,6.29041095890411
PROP-BARBAK ESTATE,1e+05,33,0.483,19.5972602739726
PROP-BARBEE J H ESTATE,25000,4,0.1595,9.47945205479452
PROP-BARNES ALEXANDER,56000,9,0.157,11.3342465753425
PROP-BARNES E D,0,7,0.302,14.8972602739726
PROP-BARNES ISABELLA,30000,9,0.171,17.3986301369863
PROP-BATTS MARY CRAWFORD,0,13,0.379,16.1232876712329
PROP-BELVIN D D,0,23,0.191,23.4027397260274
PROP-BELVIN D L EST/TR 04,0,94,0.4505,19.013698630137
PROP-BELVIN E G,0,18,0.189,23.4027397260274
PROP-BENNETT B B EST,259000,3,0.171,23.4027397260274
PROP-BISHOP & HUNT,30500,18,0.241,11.4561643835616
PROP-BIVINS ESTATE,0,17,0.611,5.71506849315069
PROP-BLACKWELL W T,26750,16,0.079,10.8561643835616
PROP-BLALOCK B T,0,7,1.352,23.4027397260274
PROP-BOONE W WALDO,0,24,0.2095,20.4027397260274
PROP-BOOTH E S,50000,9,3.599,23.4027397260274
PROP-BOSWORTH ALYSON P,139000,6,1.0345,4.8
PROP-BOWDEN OSCAR,191000,2,0.4575,
PROP-BOWDEN REBEKAH,0,64,0.23,23.3602739726027
PROP-BOWDEN/KIRKLAND,420000,3,0.138,13.6246575342466
PROP-BOYCE H SPURGEON,3e+05,15,0.467,22.8520547945206
PROP-BRADFORD J H,0,14,0.3795,23.4027397260274
PROP-BRAME RANDLE A,38500,10,0.626,9.29041095890411
PROP-BREEDLOVE A O LAND,0,11,0.5,23.4027397260274
PROP-BREEZE W A,3e+05,7,0.159,2.21369863013699
PROP-BRENNEMAN DWIGHT,0,5,0.53,14.9739726027397
PROP-BRENNON ISADORA S,0,4,0.622,23.4027397260274
PROP-BRIGGS BART G HMEPLC,0,13,0.229,9.62739726027397
PROP-BRIGGS EDGAR R,0,10,0.2095,17.041095890411
PROP-BRIGGS LUTHER,0,17,0.167,14.4369863013699
PROP-BROACH,0,8,0.4805,7.12054794520548
PROP-BROGDEN G H ESTATE,133000,29,0.461,23.4027397260274
PROP-BROGDEN K T ESTATE,0,6,0.638,23.4027397260274
PROP-BROWN D W,0,30,0.206,13.5506849315069
PROP-BROWNING G D,0,9,0.464,20.6835616438356
PROP-BUCHANAN J A,55500,76,0.171,22.641095890411
PROP-BURCH BESSIE BEASLEY,0,11,2.384,16.4698630136986
PROP-BURNETT O H MRS,0,6,0.4575,3.47123287671233
PROP-BURNETTE MARVIN B JR,116000,8,0.475,23.4027397260274
PROP-BYRD & PATTON,0,6,0.1425,13.7164383561644
PROP-CADDELL R C,0,13,0.183,3.06027397260274
PROP-CAMERON MAUDE,55000,3,0.646,23.4027397260274
PROP-CANNON CONST CO,97000,11,0.219,11.2260273972603
PROP-CARDEN DAVID,104500,2,0.7055,
PROP-CARDEN WILLIAM DAVID,0,3,2.593,23.4027397260274
PROP-CARLTON-MASON/SORREL,0,6,0.191,12.2287671232877
PROP-CARR J S ESTATE,90000,9,1.033,2.90684931506849
PROP-CARR J S JR ESTATE,0,19,0.697,18.4
PROP-CARVER DEV COMP,209000,4,0.5825,23.4027397260274
PROP-CARVER M J,28250,10,0.104,23.4027397260274
PROP-CASH J B,115000,3,0.515,
PROP-CASH WALTER G,0,9,0.525,16.4
PROP-CENTRAL DEV CO,40500,18,0.216,12.0917808219178
PROP-CHAMBERS S C,12500,5,0.176,23.4027397260274
PROP-CHAMBLEY J K FRM,0,27,0.416,3.42465753424658
PROP-CHAMBLEY J K FRM S1,59200,53,0.435,13.2958904109589
PROP-CHAMBLEY J K FRM S2,0,132,0.401,11.7630136986301
PROP-CHANDLER B/NICHOLS R,165000,5,0.687,19.4383561643836
PROP-CHANDLER M E MRS EST,0,61,0.575,16.5616438356164
PROP-CHANDLER MATTIE G,0,5,0.472,23.4027397260274
PROP-CHANDLER ROBERT,21000,13,0.67,13.6246575342466
PROP-CHANDLER ROBERT H,88750,6,0.6905,5.38356164383562
PROP-CHANDLER S H,0,12,0.4915,13.2356164383562
PROP-CHANNING COURT APTS,0,2,0.591,
PROP-CHAPPELL E M MRS,21500,4,0.1225,14.0150684931507
PROP-CHEEK E M,0,39,0.344,23.3835616438356
PROP-CHEEK L A ESTATE,55000,10,0.406,10.0931506849315
PROP-CHEEK T E,2500,80,0.1895,19.3095890410959
PROP-CHOPLIN T W,0,15,0.473,18.4630136986301
PROP-CLARK J L EST,39000,25,0.161,10.8
PROP-CLAY MARY K,155000,1,0.495,
PROP-CLAYTON E C,7500,20,0.8415,23.4027397260274
PROP-CLEGG R H HOMEPLACE,5000,4,0.1155,
PROP-CLEMENTS L E,64000,11,0.644,12.8452054794521
PROP-CLEMENTS LAND COMP,0,2,0.162,16.2876712328767
PROP-CLIFTON,120000,11,0.146,1.00821917808219
PROP-COATES W C,0,19,0.505,16.1232876712329
PROP-COATES WILLIAM C,70000,5,0.491,2.63561643835616
PROP-COBB-GLASS CO,1250,62,0.161,13.6369863013699
PROP-COLE CARY C,0,6,0.5615,23.4027397260274
PROP-COLE E J,0,13,0.354,23.4027397260274
PROP-COLE ED G,98000,15,0.217,23.4027397260274
PROP-COLE EDGAR W,230000,7,0.245,3.79452054794521
PROP-COLE S J EST,0,9,0.223,23.4027397260274
PROP-COLE/CRUMPACKER ETAL,155000,23,0.171,9.47945205479452
PROP-COOK H & WAEVER D,0,6,0.222,23.4027397260274
PROP-COOKE D B JR,0,6,0.344,22.7260273972603
PROP-COOPER E D,0,4,2.0645,18.0534246575342
PROP-COPPER CLARA B,81750,6,2.7255,20.2986301369863
PROP-COUCH INVSTMT CO,124000,7,0.271,4.47123287671233
PROP-COUCH MABEL MRS,142500,18,0.297,3.12328767123288
PROP-COUNCIL C T,0,10,0.98,23.4027397260274
PROP-CRABTREE BOBBY,106000,2,0.842,14.4657534246575
PROP-CRABTREE M C,9500,12,0.463,23.4027397260274
PROP-CRABTREE PS/LATTA EJ,30000,16,0.824,15.3917808219178
PROP-CRUMPACKER LOUISE C,231000,20,0.882,13.0095890410959
PROP-CRUMPACKER WJ & BH,328000,15,0.581,23.3972602739726
PROP-CURRIE C & BIGGS W,396000,43,0.84,12.5534246575342
PROP-CURRIE CLAUDE,263000,163,0.856,10.9780821917808
PROP-DANIEL R L,0,12,0.898,4.88767123287671
PROP-DANIELS MARION,31250,4,0.134,5.42465753424658
PROP-DAVIS T E,79000,17,0.46,23.4027397260274
PROP-DAWSON OTIS C,0,2,0.3985,17.3452054794521
PROP-DEAN SUSAN J HMEPLC,16000,2,0.21,23.3178082191781
PROP-DECHIARO ENT INC,75000,4,0.445,19.813698630137
PROP-DELAMAR C F/RAND W K,0,11,0.171,23.4027397260274
PROP-DENNIS & SEEMAN,249000,11,0.177,6.34383561643836
PROP-DENNIS R C,44750,14,0.5695,9.78904109589041
PROP-DIBONA C C/TWNHMS,115250,6,0.0705,12.8027397260274
PROP-DICKERSON,0,53,0.343,13.8972602739726
PROP-DICKERSON BILL,16500,9,0.173,15.7287671232877
PROP-DILLARD LANDS,90000,31,0.238,13.8438356164384
PROP-DILLARD R E,115000,31,0.171,3.78493150684932
PROP-DILLARD R E ESTATE,0,26,0.3605,23.4027397260274
PROP-DIXIE REALTY COMPANY,0,5,0.913,23.4027397260274
PROP-DIXON B W/LUCY L,0,5,0.366,23.4027397260274
PROP-DIXON L A,210500,8,1.038,
PROP-DOLLAR DEMERIUS EST,167000,39,0.224,22.6506849315069
PROP-DONAHUE BETTY ANN,0,4,1.7,23.4027397260274
PROP-DUFFY C G,0,4,0.688,23.4027397260274
PROP-DUFFY CARROLL G,164000,2,0.3045,17.5671232876712
PROP-DUKE B L,58500,8,0.155,7.30684931506849
PROP-DUKE B L NORTH DRHM,137500,338,0.184,16.7260273972603
PROP-DUKE LAND AND IMP CO,124500,6,0.2645,17.4684931506849
PROP-DUNN REAL ESTATE,35000,4,0.975,3.87945205479452
PROP-DURHAM CNTY/HOSP-STD,0,1,100.492,23.4027397260274
PROP-DURHAM COTTON MFG CO,0,11,0.204,7.30684931506849
PROP-DURHAM INVSTMT CORP,0,12,0.3635,23.4027397260274
PROP-DURHAM SHOPPING CTR,840000,7,2.237,3.49041095890411
PROP-EAKER M J ETUX,0,10,0.7935,21.8054794520548
PROP-EDGEMONT SECURITIES,0,20,0.1165,2.46575342465753
PROP-EDGERTON/COLCLOUGH,114000,16,0.474,11.0958904109589
PROP-EDWARDS C C,0,11,0.079,18.2164383561644
PROP-EDWARDS C/CLEMENTS W,248750,8,0.4145,4.87123287671233
PROP-EDWARDS CC/RAY GD,16000,11,0.147,23.3178082191781
PROP-ELLIOTT A G LAND,0,19,0.124,2.46301369863014
PROP-ELLIS A J ESTATE,0,6,0.0455,23.4027397260274
PROP-ELLIS ALFRED,0,7,1.642,13.7260273972603
PROP-ELLIS COY,0,18,0.465,3.38904109589041
PROP-ELLIS J H,0,3,0.478,9.81232876712329
PROP-EUBANK JH/HESSEE JA,148500,8,0.287,21.8876712328767
PROP-EUBANKS J N,0,2,2.236,15.2164383561644
PROP-EVANS BRINK ESTATE,0,14,0.1725,7.39178082191781
PROP-EVANS JAMES R,0,5,0.146,5.71506849315069
PROP-EVERETT & CLAYTON,0,40,0.4635,23.4027397260274
PROP-FERRELL E O,0,12,0.4675,23.4027397260274
PROP-FERRELL J A,0,9,0.197,6.46849315068493
PROP-FERRELL N L,0,7,0.51,13.7260273972603
PROP-FERRELL O K,0,9,0.178,7.36438356164384
PROP-FERRELL O K EST,0,16,0.104,23.4027397260274
PROP-FERRELL O K EST MAP3,0,8,0.324,21.8890410958904
PROP-FERRELL O K ESTATE,0,2,0.674,
PROP-FERRELL O K/MAP 1,0,42,0.177,14.8123287671233
PROP-FERRELL PATTIE,0,7,0.101,23.3178082191781
PROP-FIELDS G,0,37,0.223,23.4027397260274
PROP-FITZGERALD R B,28750,32,0.165,13.7945205479452
PROP-FITZGERALD R G LAND,0,3,0.222,23.4027397260274
PROP-FLETCHER E J,42000,6,0.3905,14.1821917808219
PROP-FLETCHER FRED W,133000,8,0.6035,12.6712328767123
PROP-FLETCHER LULA ETAL,0,9,0.467,11.8123287671233
PROP-FLETCHER M D,59000,8,0.2435,5.54931506849315
PROP-FLETCHER M D JR,0,3,0.252,23.4027397260274
PROP-FOGLEMAN H T,0,8,0.3145,23.4027397260274
PROP-FORRESTER J W,0,12,0.323,21.4767123287671
PROP-FOSTER LESLIE H,308000,6,0.252,1.75342465753425
PROP-FOX FRANCES HILL MRS,0,1,0.673,8.03835616438356
PROP-FRANKLIN COY M,57500,20,0.471,11.0602739726027
PROP-FREEMAN E C,0,10,3.1495,9.46575342465753
PROP-GANTT RM/EDWARDS CC,150000,2,0.218,23.4027397260274
PROP-GARNER CLAIBORNE W,408500,4,0.5795,5.03561643835617
PROP-GARRARD FLETCHER D,72250,8,0.682,13.8438356164384
PROP-GARRARD R S,0,4,0.4545,7.96712328767123
PROP-GATES S F EST,123500,21,0.275,14.3849315068493
PROP-GATES-LAWRENCE-FEREL,51000,24,0.1455,13.1205479452055
PROP-GEER F C EST,0,61,0.187,14.8849315068493
PROP-GEORGE U M,0,11,0.171,16.8328767123288
PROP-GIBSON J D SD,158000,5,0.2,10.8383561643836
PROP-GIBSON J D/RESUB,0,9,0.586,20.0630136986301
PROP-GLENN H E,0,8,0.3235,14.1849315068493
PROP-GLENN H E & WIFE,0,3,0.538,23.4027397260274
PROP-GLENN W R,424250,2,0.7355,15.3890410958904
PROP-GLOVER J R,52500,31,0.343,19.8493150684932
PROP-GOODRICH DAVID,0,7,0.128,23.3178082191781
PROP-GRAHAM JOSEPH DR,32000,48,0.205,14.8958904109589
PROP-GRAHAM P G,32500,10,0.115,17.8876712328767
PROP-GREEN BARBEE ESTATE,0,5,0.098,23.4027397260274
PROP-GREEN LAURA W ESTATE,0,6,0.333,23.4027397260274
PROP-GREGORY J M,0,10,0.449,5.75616438356164
PROP-GREGORY REAL EST CO,0,5,0.387,14.7205479452055
PROP-GREYSTONE BAPTIST CH,0,1,6.294,10.3643835616438
PROP-GRIFFIN RUBY,124250,6,0.171,2.87671232876712
PROP-GRIFFIN V F,0,5,0.462,9.55890410958904
PROP-GRISWOLD INS CO,9000,18,0.147,16.3986301369863
PROP-GRISWOLD W S & J B,0,9,0.136,3.94520547945205
PROP-GUTHRIE L T,0,8,0.3425,14.1356164383562
PROP-GUTHRIE R T,17750,4,0.0805,21.3808219178082
PROP-GUTHRIE RAY P,0,22,0.385,16.4
PROP-HACKETT DUVAL,167250,30,0.5455,20.5123287671233
PROP-HACKNEY R P,38500,23,0.171,13.1369863013699
PROP-HALL W R,0,44,0.481,14.8876712328767
PROP-HAMMOND PLC,27500,31,0.171,6.24931506849315
PROP-HANCOCK R G,105000,4,0.495,12.0520547945205
PROP-HARRIS I G,0,17,0.457,2.38904109589041
PROP-HARRIS LENA E,102000,10,0.429,19.3931506849315
PROP-HARRIS MAUD K,40000,19,0.459,10.9712328767123
PROP-HARRIS MAUD K MRS,0,13,0.459,6.0972602739726
PROP-HARRIS/WRIGHT/MASON,78500,58,0.343,7.95616438356164
PROP-HARRISON L B,0,5,0.162,15.3506849315069
PROP-HAY THOMAS T,97500,9,0.193,20.7917808219178
PROP-HEARTLD DRHM TRI LTD,289750,2,7.244,
PROP-HENLEY E M,28750,34,0.172,9.93287671232877
PROP-HERNDON E H,0,21,0.691,23.4027397260274
PROP-HERNDON ERVIN H,0,85,0.471,16.4739726027397
PROP-HESTER C/BLK 13,159500,24,0.175,18.9684931506849
PROP-HESTER JOHN C,0,17,0.459,4.37808219178082
PROP-HFV INCORPORATED,21000,6,0.478,23.4027397260274
PROP-HIBBERD E HEIRS--/AP,0,4,1.3385,13.6383561643836
PROP-HIBBERD EDITH EST,0,12,0.191,8.03835616438356
PROP-HILL A J & D H EST,39000,47,0.201,23.4027397260274
